name,scientific name,size,difficulty,min. Tank size,specific gravity,PH,temperature,water hardness,stocking ratio,diet,life span,origin,family
Dewindti Cichlid (,Aulonocranus dewindti,"10.2-12.7cm (4-5  "")
",Challenging,"246 Litres (65   US G.)
","Freshwater  
","8.2 - 8.6
","25-26.1°C (77 -79  °F)
","15-30 °d
","1:1 M:F
",Carnivore,"5-8 years
",Lake Tanganyika,"Cichlidae
"
Ticto Barb,,,,,,,,,,,,,
Tandanus Catfish (,Tandanus tandanus,"61-83.8cm (24-33  "")
",Moderate,"379 Litres (100   US G.)
","Freshwater  
","6.4 - 8.0
","10-25.6°C (50 -78  °F)
","8-12 °d
","2:3 M:F
",Carnivore,"5-10 years
",Australia,"Plotosidae
"
Dimidiatus Dwarf Cichlid,,,,,,,,,,,,,
West African Bichir (,Polypterus retropinnis,"33-35.6cm (13-14  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.0 - 7.5
","22.2-23.9°C (72 -75  °F)
","8-12 °d
","1:2 M:F
",Carnivore,"2-5 years
",Africa,"Polypteridae
"
Dickfeldi,,,,,,,,,,,,,
Diamond Shark,,,,,,,,,,,,,
Spanner Barb (,Puntius lateristriga,"15.2-17.8cm (6-7  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.0 - 6.5
","25 -28  °C (77-82.4°F)
","8-10 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Cyprinidae
"
Diamond Gourami,,,,,,,,,,,,,
Ropefish (,Erpetoichthys calabaricus,"25-50  cm (9.8-19.7"")
",Moderate,"208 Litres (55   US G.)
", - ,"6.0 - 7.5
","26 -30  °C (78.8-86°F)
","8-20 °d
","1:1 M:F
",Carnivore,"10-20 years
",Africa,"Polypteridae
"
Dibru Badis (,Badis dibruensis,"4-4.1  cm (1.6-1.6"")
",Challenging,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.2
","23.9-25°C (75 -77  °F)
","5-15 °d
","1:1 M:F
",Carnivore,"3-5 years
",Asia,"Badidae
"
Mottled Bichir (,Polypterus weeksii,"45-54  cm (17.7-21.3"")
",Moderate,"473 Litres (125   US G.)
","Freshwater  
","6.5 - 7.5
","23 -27  °C (73.4-80.6°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-15 years
",Africa,"Polypteridae
"
Diadem Cichlid,,,,,,,,,,,,,
Dhonti Syno,,,,,,,,,,,,,
Diamond Tetra,,,,,,,,,,,,,
Dickfeld's Juli,,,,,,,,,,,,,
Gray Bichir (,Polypterus senegalus,"25.4-30.5cm (10-12  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.5 - 7.2
","25 -28  °C (77-82.4°F)
","5-19 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Dewindti Cichlid,,,,,,,,,,,,,
Dewfish,,,,,,,,,,,,,
Puntius stoliczkanus,,,,,,,,,,,,,
Marbled Bichir (,Polypterus palmas palmas,"27.9-35.6cm (11-14  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.5 - 7.2
","26 -28  °C (78.8-82.4°F)
","8-10 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Saddled Bichir (,Polypterus endlicheri,"61-71.1cm (24-28  "")
",Challenging,"908 Litres (240   US G.)
","Freshwater  
","6.5 - 7.5
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Ropefish (,Erpetoichthys calabaricus,"25-50  cm (9.8-19.7"")
",Moderate,"208 Litres (55   US G.)
", - ,"6.0 - 7.5
","26 -30  °C (78.8-86°F)
","8-20 °d
","1:1 M:F
",Carnivore,"10-20 years
",Africa,"Polypteridae
"
West African Bichir,,,,,,,,,,,,,
West African Bichir (,Polypterus retropinnis,"33-35.6cm (13-14  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.0 - 7.5
","22.2-23.9°C (72 -75  °F)
","8-12 °d
","1:2 M:F
",Carnivore,"2-5 years
",Africa,"Polypteridae
"
Ticto Barb (,Pethia ticto,"7.6-10.2cm (3-4  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.5 - 7.0
","14 -22  °C (57.2-71.6°F)
","8-10 °d
","1:3 M:F
",Carnivore,"3-5 years
",Asia,"Cyprinidae
"
Saddle Cichlid (,Aequidens tetramerus,"20.3-25.4cm (8-10  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","4.9 - 7.5
","24 -26  °C (75.2-78.8°F)
","1-13 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Cichlidae
"
Week's Bichir,,,,,,,,,,,,,
T-Barb,,,,,,,,,,,,,
Dibru Badis,,,,,,,,,,,,,
Snakefish,,,,,,,,,,,,,
Ropefish (,Erpetoichthys calabaricus,"25-50  cm (9.8-19.7"")
",Moderate,"208 Litres (55   US G.)
", - ,"6.0 - 7.5
","26 -30  °C (78.8-86°F)
","8-20 °d
","1:1 M:F
",Carnivore,"10-20 years
",Africa,"Polypteridae
"
Polli Bichir (,Polypterus palmas polli,"30-32  cm (11.8-12.6"")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","7 - 7.5
","22 -26  °C (71.6-78.8°F)
","8-12 °d
","1:1 M:F
",Carnivore,"5-10 years
",Africa,"Polypteridae
"
Polli Bichir (,Polypterus palmas polli,"30-32  cm (11.8-12.6"")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","7 - 7.5
","22 -26  °C (71.6-78.8°F)
","8-12 °d
","1:1 M:F
",Carnivore,"5-10 years
",Africa,"Polypteridae
"
Senegal Bichir,,,,,,,,,,,,,
Polli Bichir (,Polypterus palmas polli,"30-32  cm (11.8-12.6"")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","7 - 7.5
","22 -26  °C (71.6-78.8°F)
","8-12 °d
","1:1 M:F
",Carnivore,"5-10 years
",Africa,"Polypteridae
"
Ornate Bichir (,Polypterus ornatipinnis,"50.8-61cm (20-24  "")
",Moderate,"908 Litres (240   US G.)
","Freshwater  
","7.0 - 8.0
","25 -27  °C (77-80.6°F)
","10-18 °d
","1:1 M:F
",Carnivore,"5-15 years
",Africa,"Polypteridae
"
Nile Bichir (,Polypterus bichir,"61-71.1cm (24-28  "")
",Challenging,"908 Litres (240   US G.)
","Freshwater  
","6.5 - 7.2
","23 -27  °C (73.4-80.6°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Mottled Bichir (,Polypterus weeksii,"45-54  cm (17.7-21.3"")
",Moderate,"473 Litres (125   US G.)
","Freshwater  
","6.5 - 7.5
","23 -27  °C (73.4-80.6°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-15 years
",Africa,"Polypteridae
"
Shortfin Bichir,,,,,,,,,,,,,
Mokèlé-mbèmbé Bichir (,Polypterus mokelembembe,"22.9-27.9cm (9-11  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.5 - 7.5
","25 -27  °C (77-80.6°F)
","6-10 °d
","1:1 M:F
",Carnivore,"10-25 years
",Africa,"Polypteridae
"
Ropefish,,,,,,,,,,,,,
Saddled Bichir,,,,,,,,,,,,,
Lapradei Nile Bichir (,Polypterus bichir lapradei,"50.8-61cm (20-24  "")
",Moderate,"681 Litres (180   US G.)
","Freshwater  
","6.5 - 7.5
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Meridionalis Gray Bichir (,Polypterus senegalus meridionalis,"30.5-40.6cm (12-16  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.5 - 7.5
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Java Fern (,Microsorum pteropus, - ,Moderate,"
","17 -30  °C (62.6-86°F)
","76.2cm (30 "")
","20 cm (7.9"")
","
","
",,,,
Saddle Cichlid,,,,,,,,,,,,,
Puntius ticto,,,,,,,,,,,,,
Guinean Bichir (,Polypterus ansorgii,"45.7-61cm (18-24  "")
",Challenging,"681 Litres (180   US G.)
","Freshwater  
","6.5 - 7.5
","23 -28  °C (73.4-82.4°F)
","4-15 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Retro Bichir,,,,,,,,,,,,,
Gold Dust Bichir (,Polypterus palmas buettikoferi,"27.9-35.6cm (11-14  "")
",Moderate,"379 Litres (100   US G.)
","Freshwater  
","7.0 - 7.2
","26 -28  °C (78.8-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Congicus Saddled Bichir (,Polypterus endlicheri congicus,"66-76.2cm (26-30  "")
",Moderate,"908 Litres (240   US G.)
","Freshwater  
","6.5 - 7.5
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Gray Bichir (,Polypterus senegalus,"25.4-30.5cm (10-12  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.5 - 7.2
","25 -28  °C (77-82.4°F)
","5-19 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Ornate Bichir,,,,,,,,,,,,,
Polli Bichir,,,,,,,,,,,,,
Nile Bichir,,,,,,,,,,,,,
Polli Marbled Bichir,,,,,,,,,,,,,
Polli Shortfin Bichir,,,,,,,,,,,,,
Reedfish,,,,,,,,,,,,,
Mottled Bichir (,Polypterus weeksii,"45-54  cm (17.7-21.3"")
",Moderate,"473 Litres (125   US G.)
","Freshwater  
","6.5 - 7.5
","23 -27  °C (73.4-80.6°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-15 years
",Africa,"Polypteridae
"
Dinosaur Eel,,,,,,,,,,,,,
Mokèlé-mbèmbé Bichir,,,,,,,,,,,,,
Sucker Barb,,,,,,,,,,,,,
Java Fern,,,,,,,,,,,,,
Meridionalis Gray Bichir,,,,,,,,,,,,,
Mottled Bichir,,,,,,,,,,,,,
Disco Fish,,,,,,,,,,,,,
Sumatran Barb,,,,,,,,,,,,,
Guinean Bichir,,,,,,,,,,,,,
Grey Bichir,,,,,,,,,,,,,
Lapradei Nile Bichir,,,,,,,,,,,,,
Gold Dust Bichir,,,,,,,,,,,,,
Katangae Nile Bichir,,,,,,,,,,,,,
Australian Desert Goby (,Chlamydogobius eremius,"5.1-6.4cm (2-2.5  "")
",Easy,"38 Litres (10   US G.)
","Freshwater  
","7.0 - 8.0
","10 -30  °C (50-86°F)
","9-19 °d
","1:2 M:F
",Omnivore,"1-1.5 years
",Australia,"Gobiidae
"
Descamp's Strange-Tooth Cichlid (,Ectodus descampsii,"8.9-10.7cm (3.5-4.2  "")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","7.5 - 9.0
","23.9-27.2°C (75 -81  °F)
","10-25 °d
","1:3 M:F
",Omnivore,"8-12 years
",Lake Tanganyika,"Cichlidae
"
Leopard Cactus Pleco (,Pseudacanthicus cf leopardus,"22.9-25.4cm (9-10  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","5.6 - 7.0
","24 -28  °C (75.2-82.4°F)
","6-16 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Loricariidae
"
Cortez Swordtail (,Xiphophorus cortezi,"5.1-7.6cm (2-3  "")
",Easy,"76 Litres (20   US G.)
","Freshwater  
","7.2 - 8.0
","24 -28  °C (75.2-82.4°F)
","5-12 °d
","1:3 M:F
",Carnivore,"2-3 years
",Central America,"Poeciliidae
"
Fathead Bichir,,,,,,,,,,,,,
Demason's Cichlid (,Pseudotropheus demasoni,"6.4-10.2cm (2.5-4  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.0 - 8.6
","25.6-27.8°C (78 -82  °F)
","8-12 °d
","2:3 M:F
",Herbivore,"2-3 years
",Lake Malawi,"Cichlidae
"
Delphax Loach (,Acanthopsoides delphax,"5-6  cm (2-2.4"")
",Challenging,"76 Litres (20   US G.)
","Freshwater  
","6.5 - 7.0
","22 -27  °C (71.6-80.6°F)
","3-6 °d
","1:1 M:F
",Carnivore,"3-5 years
",Asia,"Cobitidae
"
Demason's Cichlid (,Pseudotropheus demasoni,"6.4-10.2cm (2.5-4  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.0 - 8.6
","25.6-27.8°C (78 -82  °F)
","8-12 °d
","2:3 M:F
",Herbivore,"2-3 years
",Lake Malawi,"Cichlidae
"
Licorice Gourami (,Parosphromenus deissneri,"4-5  cm (1.6-2"")
",Difficult,"19 Litres (5   US G.)
","Freshwater  
","3 - 7
","23 -28  °C (73.4-82.4°F)
","0-2 °d
","1:1 M:F
",Carnivore,"3-5 years
",Asia,"Osphronemidae
"
Deepwater Hap (,Placidochromis electra,"12.7-15.2cm (5-6  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.8 - 8.6
","25.6-27.8°C (78 -82  °F)
","5-8 °d
","1:1 M:F
",Carnivore,"5-8 years
",Lake Malawi,"Cichlidae
"
Deccan Rita (,Rita kuturnee,"25.4-26.4cm (10-10.4  "")
",Moderate,"246 Litres (65   US G.)
","Freshwater  
","6.0 - 7.0
","22.2-27.2°C (72 -81  °F)
","5-15 °d
","1:1 M:F
",Omnivore,"5-10 years
",Asia,"Bagridae
"
Striped African Glass Catfish (,Pareutropius debauwi,"10.2-12.7cm (4-5  "")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.4 - 7.4
","23 -26  °C (73.4-78.8°F)
","4-12 °d
","1:1 M:F
",Omnivore,"5-8 years
",Africa,"Schilbeidae
"
Dawn Tetra (,Aphyocharax paraguayensis,"2.5-3  cm (1-1.2"")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.5 - 7.5
","22 -27  °C (71.6-80.6°F)
","10-15 °d
","2:3 M:F
",Carnivore,"2-5 years
",South America,"Characidae
"
Dash-Dot Tetra (,Hemigrammus bellottii,"2.5-4.1cm (1-1.6  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 7.0
","23 -27  °C (73.4-80.6°F)
","2-10 °d
","1:2 M:F
",Omnivore,"5-10 years
",South America,"Characidae
"
Spike-Tailed Paradise Fish (,Pseudosphromenus cupanus,"7.5-8  cm (3-3.1"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.8
","24 -27  °C (75.2-80.6°F)
","10-15 °d
","1:1 M:F
",Carnivore,"5-8 years
",Asia,"Osphronemidae
"
Day's Mystus (,Mystus bleekeri,"15.2-15.7cm (6-6.2  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","5.8 - 7.5
","18.3-25.6°C (65 -78  °F)
","3-30 °d
","1:1 M:F
",Omnivore,"5-8 years
",Asia,"Bagridae
"
Dark Rainbowfish (,Melanotaenia nigrans,"6-10  cm (2.4-3.9"")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","5.2 - 6.0
","18 -24  °C (64.4-75.2°F)
","10-15 °d
","1:2 M:F
",Omnivore,"5-8 years
",Australia,"Melanotaeniidae
"
Descamp's Strange-Tooth Cichlid,,,,,,,,,,,,,
Depinnai Catfish (,Aspidoras depinnai,"2.5-3.6cm (1-1.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.5 - 7.2
","21.7-23.9°C (71 -75  °F)
","5-12 °d
","1:1 M:F
",Carnivore,"15-25 years
",South America,"Callichthyidae
"
Desert Goby,,,,,,,,,,,,,
Delicate Swordtail,,,,,,,,,,,,,
Demini Leopard Cactus Pleco,,,,,,,,,,,,,
Dagua Pleco (,Cordylancistrus daguae,"7.6-10.2cm (3-4  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.5 - 7.2
","23.9-25.6°C (75 -78  °F)
","5-10 °d
","1:1 M:F
",Omnivore,"5-10 years
",South America,"Loricariidae
"
Danfordii Killfish (,Aphanius danfordii,"3.8-5.1cm (1.5-2  "")
",Challenging,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.5
","10-30°C (50 -86  °F)
","10-30 °d
","1:2 M:F
",Carnivore,"2-5 years
",Asia,"Cyprinodontidae
"
Daisy's Ricefish (,Oryzias woworae,"3-3.5  cm (1.2-1.4"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.5
","24 -27  °C (75.2-80.6°F)
","5-12 °d
","1:2 M:F
",Omnivore,"4-8 years
",Asia,"Adrianichthyidae
"
Deissner's Licorice Gourami,,,,,,,,,,,,,
Demasoni Cichlid,,,,,,,,,,,,,
Deccan Rita,,,,,,,,,,,,,
Deepwater Hap,,,,,,,,,,,,,
Demason's Cichlid,,,,,,,,,,,,,
Delphax Loach,,,,,,,,,,,,,
Daffodil Cichlid (,Neolamprologus pulcher,"7.6-10.2cm (3-4  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","8.0 - 8.6
","25-26.1°C (77 -79  °F)
","10-20 °d
","1:1 M:F
",Carnivore,"8-12 years
",Lake Tanganyika,"Cichlidae
"
Bowfin (,Amia calva,"100-110  cm (39.4-43.3"")
",Moderate,"568 Litres (150   US G.)
","Freshwater  
","6.6 - 7.2
","22.2-23.9°C (72 -75  °F)
","8-12 °d
","1:1 M:F
",Carnivore,"10-12 years
",North America,"Amiidae
"
Dark Rainbowfish,,,,,,,,,,,,,
Depinnai Catfish,,,,,,,,,,,,,
Day's Mystus,,,,,,,,,,,,,
Debauwi Catfish,,,,,,,,,,,,,
Day's Paradisefish,,,,,,,,,,,,,
Dawn Tetra,,,,,,,,,,,,,
Daffodil Cichlid (,Neolamprologus pulcher,"7.6-10.2cm (3-4  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","8.0 - 8.6
","25-26.1°C (77 -79  °F)
","10-20 °d
","1:1 M:F
",Carnivore,"8-12 years
",Lake Tanganyika,"Cichlidae
"
Cyan Hap (,Pseudotropheus cyaneus,"7-8  cm (2.8-3.1"")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.6 - 8.0
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Omnivore,"5-8 years
",Lake Malawi,"Cichlidae
"
Dash-Dot Tetra,,,,,,,,,,,,,
Cuvier's Pike Characin (,Boulengerella lucia,"35-42  cm (13.8-16.5"")
",Moderate,"568 Litres (150   US G.)
","Freshwater  
","6.0 - 7.2
","23 -27  °C (73.4-80.6°F)
","10-15 °d
","1:1 M:F
",Carnivore,"5-8 years
",South America,"Ctenoluciidae
"
Dagua Pleco,,,,,,,,,,,,,
Gray Bichir (,Polypterus senegalus,"25.4-30.5cm (10-12  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.5 - 7.2
","25 -28  °C (77-82.4°F)
","5-19 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Daisy's Ricefish,,,,,,,,,,,,,
Cunnington's Lamprologus (,Lepidiolamprologus cunningtoni,"25.4-30.5cm (10-12  "")
",Moderate,"379 Litres (100   US G.)
","Freshwater  
","7.4 - 8.4
","23.3-26.7°C (74 -80  °F)
","8-12 °d
","1:1 M:F
",Carnivore,"5-8 years
",Lake Tanganyika,"Cichlidae
"
Danfordii Killfish,,,,,,,,,,,,,
Cutter's Cichlid (,Archocentrus septemfasciatus,"8.9-10.2cm (3.5-4  "")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.5 - 7.5
","21 -27  °C (69.8-80.6°F)
","8-15 °d
","2:3 M:F
",Omnivore,"2-5 years
",Central America,"Cichlidae
"
Cupid Cichlid (,Biotodoma cupido,"12.7-15.2cm (5-6  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.5
","22.2-24.4°C (72 -76  °F)
","5-15 °d
","1:1 M:F
",Carnivore,"3-5 years
",South America,"Cichlidae
"
Cypress Trout,,,,,,,,,,,,,
Daffodil Cichlid,,,,,,,,,,,,,
Cuban Gar (,Atractosteus tristoechus,"150-200  cm (59.1-78.7"")
",Challenging,"1893 Litres (500   US G.)
","Freshwater  
","6.5 - 7.5
","18 -23  °C (64.4-73.4°F)
","5-15 °d
","1:1 M:F
",Carnivore,"8-12 years
",Cuba,"Lepisosteidae
"
Cuckoo Synodontis (,Synodontis multipunctatus,"15.2-17.8cm (6-7  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","7.8 - 8.2
","21 -25  °C (69.8-77°F)
","15-35 °d
","1:1 M:F
",Omnivore,"10-15 years
",Africa,"Mochokidae
"
Cuban Cichlid (,Nandopsis tetracanthus,"25.4-30.5cm (10-12  "")
",Moderate,"208 Litres (55   US G.)
", - ,"7.0 - 8.0
","24.4-25.6°C (76 -78  °F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Central America,"Cichlidae
"
Crystal Tetra (,Hemigrammus unilineatus,"5-6  cm (2-2.4"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 7.5
","23 -28  °C (73.4-82.4°F)
","10-20 °d
","1:2 M:F
",Carnivore,"5-8 years
",South America,"Characidae
"
Crystal Red Tetra (,Hyphessobrycon haraldschultzi,"2.5-3.6cm (1-1.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.0
","22 -26  °C (71.6-78.8°F)
","5-12 °d
","2:3 M:F
",Omnivore,"3-8 years
",South America,"Characidae
"
Crystal Rainbow Tetra (,Trochilocharax ornatus,"1.7-2  cm (0.7-0.8"")
",Moderate,"38 Litres (10   US G.)
","Freshwater  
","6.5 - 7.2
","24.4-25.6°C (76 -78  °F)
","5-10 °d
","1:1 M:F
",Omnivore,"1-5 years
",South America,"Characidae
"
Crystal Eyed Catfish (,Hemibagrus wyckii,"63.5-71.1cm (25-28  "")
",Challenging,"946 Litres (250   US G.)
","Freshwater  
","6.4 - 7.6
","21.7-25°C (71 -77  °F)
","6-10 °d
","1:1 M:F
",Carnivore,"5-10 years
",Asia,"Bagridae
"
Cross River Bichir (,Polypterus teugelsi,"40-50.6  cm (15.7-19.9"")
",Moderate,"473 Litres (125   US G.)
","Freshwater  
","6.5 - 7.5
","25 -27  °C (77-80.6°F)
","6-10 °d
","1:1 M:F
",Carnivore,"10-25 years
",Africa,"Polypteridae
"
Cyan Hap,,,,,,,,,,,,,
Cuvier's Pike Characin,,,,,,,,,,,,,
Crocodile Toothpick (,Indostomus paradoxus,"2-3  cm (0.8-1.2"")
",Challenging,"38 Litres (10   US G.)
","Freshwater  
","6.5 - 7.5
","24 -28  °C (75.2-82.4°F)
","6-10 °d
","1:1 M:F
",Carnivore,"3-5 years
",Asia,"Indostomidae
"
Cuvier's Bichir,,,,,,,,,,,,,
Daffodil Brichardi,,,,,,,,,,,,,
Blue Tetra (,Mimagoniates microlepis,"5-6  cm (2-2.4"")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.5 - 6.5
","18 -23  °C (64.4-73.4°F)
","3-6 °d
","1:2 M:F
",Omnivore,"5-8 years
",South America,"Characidae
"
Croaking Gourami (,Trichopsis vittata,"6-7  cm (2.4-2.8"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.5
","22 -28  °C (71.6-82.4°F)
","5-19 °d
","1:1 M:F
",Carnivore,"5-8 years
",Asia,"Osphronemidae
"
Cunnington's Lamprologus,,,,,,,,,,,,,
Cutter's Cichlid,,,,,,,,,,,,,
Cupid Cichlid,,,,,,,,,,,,,
Cuban Gar,,,,,,,,,,,,,
Cuckoo Synodontis,,,,,,,,,,,,,
Cross River Puffer (,Tetraodon pustulatus,"30.5-35.6cm (12-14  "")
",Moderate,"454 Litres (120   US G.)
", - ,"6.0 - 7.8
","23.3-26.7°C (74 -80  °F)
","5-12 °d
","1:1 M:F
",Carnivore,"8-15 years
",Africa,"Tetraodontidae
"
Category:Habitat Cuba - Fish,,,,,,,,,,,,,
X-Ray Tetra (,Pristella maxillaris,"2.5-5.1cm (1-2  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 8.0
","24 -28  °C (75.2-82.4°F)
","6-20 °d
","1:2 M:F
",Omnivore,"3-5 years
",South America,"Characidae
"
Cross River Bichir,,,,,,,,,,,,,
Crystal Rainbow Tetra,,,,,,,,,,,,,
Crystal Eyed Catfish,,,,,,,,,,,,,
Crystal Red Tetra,,,,,,,,,,,,,
Crystal Tetra,,,,,,,,,,,,,
Cuban Cichlid,,,,,,,,,,,,,
Australian Rainbowfish (,Melanotaenia fluviatilis,"10-11  cm (3.9-4.3"")
",Moderate,"132 Litres (35   US G.)
","Freshwater  
","6.5 - 7.6
","22 -25  °C (71.6-77°F)
","8-10 °d
","1:2 M:F
",Omnivore,"5-8 years
",Australia,"Melanotaeniidae
"
Nyerere's Victoria Cichlid (,Pundamilia nyererei,"7-8  cm (2.8-3.1"")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","7.5 - 8.2
","22 -25  °C (71.6-77°F)
","6-10 °d
","1:2 M:F
",Omnivore,"3-5 years
",Lake Victoria,"Cichlidae
"
Croaking Tetra,,,,,,,,,,,,,
Crocodile Toothpick,,,,,,,,,,,,,
Bony Snouted Gudgeon (,Butis butis,"12-15  cm (4.7-5.9"")
",Challenging,"95 Litres (25   US G.)
", - ,"7.0 - 8.0
","22 -28  °C (71.6-82.4°F)
","9-19 °d
","1:1 M:F
",Carnivore,"8-12 years
",Indo-Pacific,"Eleotridae
"
Bony Snouted Gudgeon (,Butis butis,"12-15  cm (4.7-5.9"")
",Challenging,"95 Litres (25   US G.)
", - ,"7.0 - 8.0
","22 -28  °C (71.6-82.4°F)
","9-19 °d
","1:1 M:F
",Carnivore,"8-12 years
",Indo-Pacific,"Eleotridae
"
Croaking Gourami,,,,,,,,,,,,,
Red Eye Puffer (,Carinotetraodon irrubesco,"4-4.5  cm (1.6-1.8"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 7.8
","23 -26  °C (73.4-78.8°F)
","8-15 °d
","1:2 M:F
",Carnivore,"5-8 years
",Asia,"Tetraodontidae
"
Cuba,,,,,,,,,,,,,
Creole Topminnow (,Girardinus creolus,"4-4.4  cm (1.6-1.7"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 8.0
","22 -26  °C (71.6-78.8°F)
","9-19 °d
","1:3 M:F
",Omnivore,"3-5 years
",Cuba,"Poeciliidae
"
Craggy-Headed Banjo Catfish (,Bunocephalichthys verrucosus,"7.6-10.2cm (3-4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.8 - 7.5
","21 -26  °C (69.8-78.8°F)
","8-15 °d
","1:1 M:F
",Omnivore,"8-12 years
",South America,"Aspredinidae
"
X-Ray Tetra,,,,,,,,,,,,,
Bowfin (,Amia calva,"100-110  cm (39.4-43.3"")
",Moderate,"568 Litres (150   US G.)
","Freshwater  
","6.6 - 7.2
","22.2-23.9°C (72 -75  °F)
","8-12 °d
","1:1 M:F
",Carnivore,"10-12 years
",North America,"Amiidae
"
Creole Topminnow (,Girardinus creolus,"4-4.4  cm (1.6-1.7"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 8.0
","22 -26  °C (71.6-78.8°F)
","9-19 °d
","1:3 M:F
",Omnivore,"3-5 years
",Cuba,"Poeciliidae
"
Creek Loach (,Schistura beavani,"7-8  cm (2.8-3.1"")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.0 - 7.5
","18 -25  °C (64.4-77°F)
","5-12 °d
","1:1 M:F
",Omnivore,"3-5 years
",Asia,"Nemacheilidae
"
